VTX, IDX, _input0.x, _input0.y, _input0.z, _input0.w, _input1.x, _input1.y, _input1.z, _input1.w, _input2.x, _input2.y, _input3.x, _input3.y
743, 411, -0.43018,  0.42578,  0.25586,  1.00,  0.44094,  0.4252, -0.7874,  0.00, -0.32275,  0.18298,  0.24036,  0.4585
744, 412, -0.46509, -0.0347,  0.38135,  1.00,  0.98425,  0.11811, -0.11024,  0.00, -0.48145,  0.36548,  0.71875,  0.01
745, 413, -0.46997, -0.03397,  0.33936,  1.00,  0.96063,  0.14173, -0.25197,  0.00, -0.48145,  0.36548,  0.71875,  0.01
746, 414, -0.50195,  0.27905,  0.39478,  1.00,  0.66929,  0.20472, -0.71654,  0.00, -0.48145,  0.36548,  0.71875,  0.22351
747, 414, -0.50195,  0.27905,  0.39478,  1.00,  0.66929,  0.20472, -0.71654,  0.00, -0.48145,  0.36548,  0.71875,  0.22351
748, 413, -0.46997, -0.03397,  0.33936,  1.00,  0.96063,  0.14173, -0.25197,  0.00, -0.48145,  0.36548,  0.71875,  0.01
749, 415, -0.58203,  0.42627,  0.36279,  1.00,  0.81102,  0.34646, -0.47244,  0.00, -0.48145,  0.36548,  0.71875,  0.41431
750, 414, -0.50195,  0.27905,  0.39478,  1.00,  0.66929,  0.20472, -0.71654,  0.00, -0.48145,  0.36548,  0.71875,  0.22351
751, 415, -0.58203,  0.42627,  0.36279,  1.00,  0.81102,  0.34646, -0.47244,  0.00, -0.48145,  0.36548,  0.71875,  0.41431
752, 416, -0.63135,  0.57275,  0.40039,  1.00,  0.67717,  0.38583, -0.62992,  0.00, -0.48145,  0.36548,  0.71875,  0.59375
753, 416, -0.63135,  0.57275,  0.40039,  1.00,  0.67717,  0.38583, -0.62992,  0.00, -0.48145,  0.36548,  0.71875,  0.59375
754, 415, -0.58203,  0.42627,  0.36279,  1.00,  0.81102,  0.34646, -0.47244,  0.00, -0.48145,  0.36548,  0.71875,  0.41431
755, 417, -0.68164,  0.63672,  0.38892,  1.00,  0.6378,  0.38583, -0.66142,  0.00, -0.48145,  0.36548,  0.71875,  0.6875
756, 418,  0.43579, -0.03714, -0.04138,  1.00,  0.92126,  0.0315,  0.38583,  0.00,  0.4436, -0.07007,  0.37378,  0.01
757, 419,  0.45215, -0.04016, -0.08087,  1.00,  0.96063,  0.0315,  0.25984,  0.00,  0.4436, -0.07007,  0.37378,  0.01
758, 420,  0.43481,  0.3186, -0.06488,  1.00,  0.96063,  0.06299, -0.28346,  0.00,  0.4436, -0.07007,  0.37378,  0.2522
759, 420,  0.43481,  0.3186, -0.06488,  1.00,  0.96063,  0.06299, -0.28346,  0.00,  0.4436, -0.07007,  0.37378,  0.2522
760, 419,  0.45215, -0.04016, -0.08087,  1.00,  0.96063,  0.0315,  0.25984,  0.00,  0.4436, -0.07007,  0.37378,  0.01
761, 421,  0.40015,  0.48633, -0.14014,  1.00,  0.97638,  0.20472,  0.00,  0.00,  0.4436, -0.07007,  0.37378,  0.46753
762, 420,  0.43481,  0.3186, -0.06488,  1.00,  0.96063,  0.06299, -0.28346,  0.00,  0.4436, -0.07007,  0.37378,  0.2522
763, 421,  0.40015,  0.48633, -0.14014,  1.00,  0.97638,  0.20472,  0.00,  0.00,  0.4436, -0.07007,  0.37378,  0.46753
764, 422,  0.35718,  0.65771, -0.13892,  1.00,  0.94488,  0.23622, -0.2126,  0.00,  0.4436, -0.07007,  0.37378,  0.66992
765, 422,  0.35718,  0.65771, -0.13892,  1.00,  0.94488,  0.23622, -0.2126,  0.00,  0.4436, -0.07007,  0.37378,  0.66992
766, 421,  0.40015,  0.48633, -0.14014,  1.00,  0.97638,  0.20472,  0.00,  0.00,  0.4436, -0.07007,  0.37378,  0.46753
767, 423,  0.32764,  0.73193, -0.17676,  1.00,  0.93701,  0.23622, -0.25984,  0.00,  0.4436, -0.07007,  0.37378,  0.77539
768, 424,  0.2312, -0.02028,  0.10834,  1.00,  0.07874,  0.09449, -0.99213,  0.00,  0.20496,  0.11328,  0.83496,  0.01
769, 425,  0.18494, -0.02275,  0.10431,  1.00, -0.04724,  0.11811, -0.99213,  0.00,  0.20496,  0.11328,  0.83496,  0.01
770, 426,  0.22302,  0.17712,  0.12671,  1.00, -0.35433,  0.18898, -0.91339,  0.00,  0.20496,  0.11328,  0.83496,  0.14014
771, 426,  0.22302,  0.17712,  0.12671,  1.00, -0.35433,  0.18898, -0.91339,  0.00,  0.20496,  0.11328,  0.83496,  0.14014
772, 425,  0.18494, -0.02275,  0.10431,  1.00, -0.04724,  0.11811, -0.99213,  0.00,  0.20496,  0.11328,  0.83496,  0.01
773, 427,  0.16638,  0.26733,  0.16882,  1.00, -0.19685,  0.31496, -0.92913,  0.00,  0.20496,  0.11328,  0.83496,  0.25977
774, 426,  0.22302,  0.17712,  0.12671,  1.00, -0.35433,  0.18898, -0.91339,  0.00,  0.20496,  0.11328,  0.83496,  0.14014
775, 427,  0.16638,  0.26733,  0.16882,  1.00, -0.19685,  0.31496, -0.92913,  0.00,  0.20496,  0.11328,  0.83496,  0.25977
776, 428,  0.1908,  0.36206,  0.20325,  1.00, -0.28346,  0.3937, -0.87402,  0.00,  0.20496,  0.11328,  0.83496,  0.37231
777, 428,  0.1908,  0.36206,  0.20325,  1.00, -0.28346,  0.3937, -0.87402,  0.00,  0.20496,  0.11328,  0.83496,  0.37231
778, 427,  0.16638,  0.26733,  0.16882,  1.00, -0.19685,  0.31496, -0.92913,  0.00,  0.20496,  0.11328,  0.83496,  0.25977
779, 429,  0.16602,  0.40161,  0.23181,  1.00, -0.34646,  0.40157, -0.85039,  0.00,  0.20496,  0.11328,  0.83496,  0.43091
780, 430, -0.30591, -0.02922, -0.44043,  1.00, -0.71654,  0.10236, -0.69291,  0.00, -0.3125, -0.41846,  0.53857,  0.01
781, 431, -0.33643, -0.02916, -0.40869,  1.00, -0.8189,  0.13386, -0.55906,  0.00, -0.3125, -0.41846,  0.53857,  0.01
782, 432, -0.28271,  0.23828, -0.42407,  1.00, -0.97638,  0.20472, -0.07874,  0.00, -0.3125, -0.41846,  0.53857,  0.18982
783, 432, -0.28271,  0.23828, -0.42407,  1.00, -0.97638,  0.20472, -0.07874,  0.00, -0.3125, -0.41846,  0.53857,  0.18982
784, 431, -0.33643, -0.02916, -0.40869,  1.00, -0.8189,  0.13386, -0.55906,  0.00, -0.3125, -0.41846,  0.53857,  0.01
785, 433, -0.26196,  0.3645, -0.34106,  1.00, -0.87402,  0.3622, -0.31496,  0.00, -0.3125, -0.41846,  0.53857,  0.35205
786, 432, -0.28271,  0.23828, -0.42407,  1.00, -0.97638,  0.20472, -0.07874,  0.00, -0.3125, -0.41846,  0.53857,  0.18982
787, 433, -0.26196,  0.3645, -0.34106,  1.00, -0.87402,  0.3622, -0.31496,  0.00, -0.3125, -0.41846,  0.53857,  0.35205
788, 434, -0.20496,  0.49048, -0.32886,  1.00, -0.89764,  0.41732, -0.14173,  0.00, -0.3125, -0.41846,  0.53857,  0.50439
789, 434, -0.20496,  0.49048, -0.32886,  1.00, -0.89764,  0.41732, -0.14173,  0.00, -0.3125, -0.41846,  0.53857,  0.50439
790, 433, -0.26196,  0.3645, -0.34106,  1.00, -0.87402,  0.3622, -0.31496,  0.00, -0.3125, -0.41846,  0.53857,  0.35205
791, 435, -0.18384,  0.54541, -0.28223,  1.00, -0.90551,  0.41732, -0.07874,  0.00, -0.3125, -0.41846,  0.53857,  0.58398
792, 436, -0.37207, -0.03183, -0.5459,  1.00,  0.97638,  0.13386,  0.1811,  0.00, -0.38257, -0.57715,  0.19751,  0.01
793, 437, -0.36353, -0.03479, -0.59033,  1.00,  0.99213,  0.14961,  0.0315,  0.00, -0.38257, -0.57715,  0.19751,  0.01
794, 438, -0.4104,  0.27271, -0.56982,  1.00,  0.86614,  0.17323, -0.46457,  0.00, -0.38257, -0.57715,  0.19751,  0.21753
795, 438, -0.4104,  0.27271, -0.56982,  1.00,  0.86614,  0.17323, -0.46457,  0.00, -0.38257, -0.57715,  0.19751,  0.21753
796, 437, -0.36353, -0.03479, -0.59033,  1.00,  0.99213,  0.14961,  0.0315,  0.00, -0.38257, -0.57715,  0.19751,  0.01
797, 439, -0.47729,  0.4104, -0.63916,  1.00,  0.91339,  0.33858, -0.22047,  0.00, -0.38257, -0.57715,  0.19751,  0.40308
798, 438, -0.4104,  0.27271, -0.56982,  1.00,  0.86614,  0.17323, -0.46457,  0.00, -0.38257, -0.57715,  0.19751,  0.21753
799, 439, -0.47729,  0.4104, -0.63916,  1.00,  0.91339,  0.33858, -0.22047,  0.00, -0.38257, -0.57715,  0.19751,  0.40308
800, 440, -0.53613,  0.5542, -0.62842,  1.00,  0.83465,  0.37008, -0.40157,  0.00, -0.38257, -0.57715,  0.19751,  0.57813
801, 440, -0.53613,  0.5542, -0.62842,  1.00,  0.83465,  0.37008, -0.40157,  0.00, -0.38257, -0.57715,  0.19751,  0.57813
802, 439, -0.47729,  0.4104, -0.63916,  1.00,  0.91339,  0.33858, -0.22047,  0.00, -0.38257, -0.57715,  0.19751,  0.40308
803, 441, -0.58105,  0.61377, -0.66113,  1.00,  0.81102,  0.37008, -0.44882,  0.00, -0.38257, -0.57715,  0.19751,  0.66895
804, 442,  0.68018, -0.02592, -0.05432,  1.00, -0.82677,  0.17323,  0.52756,  0.00,  0.70068, -0.05115,  0.02655,  0.01
805, 443,  0.69824, -0.02524, -0.02606,  1.00, -0.74803,  0.19685,  0.62992,  0.00,  0.70068, -0.05115,  0.02655,  0.01
806, 444,  0.71094,  0.20703, -0.08313,  1.00, -0.34646,  0.25197,  0.90551,  0.00,  0.70068, -0.05115,  0.02655,  0.16736
807, 444,  0.71094,  0.20703, -0.08313,  1.00, -0.34646,  0.25197,  0.90551,  0.00,  0.70068, -0.05115,  0.02655,  0.16736
808, 443,  0.69824, -0.02524, -0.02606,  1.00, -0.74803,  0.19685,  0.62992,  0.00,  0.70068, -0.05115,  0.02655,  0.01
809, 445,  0.77832,  0.31396, -0.08795,  1.00, -0.54331,  0.38583,  0.74803,  0.00,  0.70068, -0.05115,  0.02655,  0.3103
810, 444,  0.71094,  0.20703, -0.08313,  1.00, -0.34646,  0.25197,  0.90551,  0.00,  0.70068, -0.05115,  0.02655,  0.16736
811, 445,  0.77832,  0.31396, -0.08795,  1.00, -0.54331,  0.38583,  0.74803,  0.00,  0.70068, -0.05115,  0.02655,  0.3103
812, 446,  0.80176,  0.42114, -0.13306,  1.00, -0.37008,  0.4252,  0.82677,  0.00,  0.70068, -0.05115,  0.02655,  0.44458
813, 446,  0.80176,  0.42114, -0.13306,  1.00, -0.37008,  0.4252,  0.82677,  0.00,  0.70068, -0.05115,  0.02655,  0.44458
814, 445,  0.77832,  0.31396, -0.08795,  1.00, -0.54331,  0.38583,  0.74803,  0.00,  0.70068, -0.05115,  0.02655,  0.3103
815, 447,  0.83984,  0.4668, -0.1416,  1.00, -0.32283,  0.4252,  0.84252,  0.00,  0.70068, -0.05115,  0.02655,  0.51465
816, 448,  0.17114, -0.02267,  0.65332,  1.00, -0.99213,  0.06299,  0.10236,  0.00,  0.17859,  0.67822,  0.2312,  0.01
817, 449,  0.1759, -0.0244,  0.70166,  1.00, -0.95276,  0.09449,  0.27559,  0.00,  0.17859,  0.67822,  0.2312,  0.01
818, 450,  0.18445,  0.19446,  0.65576,  1.00, -0.75591,  0.1811,  0.62992,  0.00,  0.17859,  0.67822,  0.2312,  0.15332
819, 450,  0.18445,  0.19446,  0.65576,  1.00, -0.75591,  0.1811,  0.62992,  0.00,  0.17859,  0.67822,  0.2312,  0.15332
820, 449,  0.1759, -0.0244,  0.70166,  1.00, -0.95276,  0.09449,  0.27559,  0.00,  0.17859,  0.67822,  0.2312,  0.01
821, 451,  0.25073,  0.2981,  0.70264,  1.00, -0.83465,  0.33858,  0.44094,  0.00,  0.17859,  0.67822,  0.2312,  0.28418
822, 450,  0.18445,  0.19446,  0.65576,  1.00, -0.75591,  0.1811,  0.62992,  0.00,  0.17859,  0.67822,  0.2312,  0.15332
823, 451,  0.25073,  0.2981,  0.70264,  1.00, -0.83465,  0.33858,  0.44094,  0.00,  0.17859,  0.67822,  0.2312,  0.28418
824, 452,  0.28735,  0.40332,  0.66943,  1.00, -0.74016,  0.4252,  0.52756,  0.00,  0.17859,  0.67822,  0.2312,  0.40747
825, 452,  0.28735,  0.40332,  0.66943,  1.00, -0.74016,  0.4252,  0.52756,  0.00,  0.17859,  0.67822,  0.2312,  0.40747
826, 451,  0.25073,  0.2981,  0.70264,  1.00, -0.83465,  0.33858,  0.44094,  0.00,  0.17859,  0.67822,  0.2312,  0.28418
827, 453,  0.33105,  0.44946,  0.6875,  1.00, -0.69291,  0.4252,  0.58268,  0.00,  0.17859,  0.67822,  0.2312,  0.47144
828, 454, -0.59912, -0.03351,  0.32349,  1.00,  0.11811,  0.00, -0.99213,  0.00, -0.62988,  0.32031,  0.18018,  0.01
829, 455, -0.6416, -0.03735,  0.3186,  1.00,  0.00787,  0.00787, -1.00,  0.00, -0.62988,  0.32031,  0.18018,  0.01
830, 456, -0.62451,  0.29297,  0.32178,  1.00, -0.45669,  0.03937, -0.88976,  0.00, -0.62988,  0.32031,  0.18018,  0.23169
831, 456, -0.62451,  0.29297,  0.32178,  1.00, -0.45669,  0.03937, -0.88976,  0.00, -0.62988,  0.32031,  0.18018,  0.23169
832, 455, -0.6416, -0.03735,  0.3186,  1.00,  0.00787,  0.00787, -1.00,  0.00, -0.62988,  0.32031,  0.18018,  0.01
833, 457, -0.68799,  0.44629,  0.36279,  1.00, -0.22047,  0.17323, -0.96063,  0.00, -0.62988,  0.32031,  0.18018,  0.42944
834, 456, -0.62451,  0.29297,  0.32178,  1.00, -0.45669,  0.03937, -0.88976,  0.00, -0.62988,  0.32031,  0.18018,  0.23169
835, 457, -0.68799,  0.44629,  0.36279,  1.00, -0.22047,  0.17323, -0.96063,  0.00, -0.62988,  0.32031,  0.18018,  0.42944
836, 458, -0.67578,  0.60498,  0.39429,  1.00, -0.40157,  0.20472, -0.88976,  0.00, -0.62988,  0.32031,  0.18018,  0.61572
837, 458, -0.67578,  0.60498,  0.39429,  1.00, -0.40157,  0.20472, -0.88976,  0.00, -0.62988,  0.32031,  0.18018,  0.61572
838, 457, -0.68799,  0.44629,  0.36279,  1.00, -0.22047,  0.17323, -0.96063,  0.00, -0.62988,  0.32031,  0.18018,  0.42944
839, 459, -0.7041,  0.67334,  0.4248,  1.00, -0.44094,  0.20472, -0.87402,  0.00, -0.62988,  0.32031,  0.18018,  0.7124
840, 460,  0.14343, -0.04147,  0.37231,  1.00,  0.97638,  0.07087, -0.19685,  0.00,  0.13074,  0.36157,  0.6748,  0.01
841, 461,  0.13562, -0.04004,  0.33423,  1.00,  0.95276,  0.08661, -0.29921,  0.00,  0.13074,  0.36157,  0.6748,  0.01
842, 462,  0.12024,  0.33203,  0.39429,  1.00,  0.64567,  0.14961, -0.74803,  0.00,  0.13074,  0.36157,  0.6748,  0.26538
843, 462,  0.12024,  0.33203,  0.39429,  1.00,  0.64567,  0.14961, -0.74803,  0.00,  0.13074,  0.36157,  0.6748,  0.26538
844, 461,  0.13562, -0.04004,  0.33423,  1.00,  0.95276,  0.08661, -0.29921,  0.00,  0.13074,  0.36157,  0.6748,  0.01
845, 463,  0.05362,  0.50977,  0.37378,  1.00,  0.82677,  0.25197, -0.50394,  0.00,  0.13074,  0.36157,  0.6748,  0.49194
846, 462,  0.12024,  0.33203,  0.39429,  1.00,  0.64567,  0.14961, -0.74803,  0.00,  0.13074,  0.36157,  0.6748,  0.26538
847, 463,  0.05362,  0.50977,  0.37378,  1.00,  0.82677,  0.25197, -0.50394,  0.00,  0.13074,  0.36157,  0.6748,  0.49194
848, 464,  0.01888,  0.68506,  0.41479,  1.00,  0.67717,  0.29134, -0.67717,  0.00,  0.13074,  0.36157,  0.6748,  0.70508
849, 464,  0.01888,  0.68506,  0.41479,  1.00,  0.67717,  0.29134, -0.67717,  0.00,  0.13074,  0.36157,  0.6748,  0.70508
850, 463,  0.05362,  0.50977,  0.37378,  1.00,  0.82677,  0.25197, -0.50394,  0.00,  0.13074,  0.36157,  0.6748,  0.49194
851, 465, -0.02266,  0.7627,  0.40918,  1.00,  0.64567,  0.29134, -0.70866,  0.00,  0.13074,  0.36157,  0.6748,  0.81592
852, 466, -0.60645, -0.03156, -0.05301,  1.00, -0.96063,  0.09449, -0.26772,  0.00, -0.60107, -0.02972,  0.40674,  0.01
853, 467, -0.61426, -0.03342, -0.02391,  1.00, -0.99213,  0.10236, -0.09449,  0.00, -0.60107, -0.02972,  0.40674,  0.01
854, 468, -0.58252,  0.26611, -0.03006,  1.00, -0.82677,  0.10236,  0.55118,  0.00, -0.60107, -0.02972,  0.40674,  0.21167
855, 468, -0.58252,  0.26611, -0.03006,  1.00, -0.82677,  0.10236,  0.55118,  0.00, -0.60107, -0.02972,  0.40674,  0.21167
856, 467, -0.61426, -0.03342, -0.02391,  1.00, -0.99213,  0.10236, -0.09449,  0.00, -0.60107, -0.02972,  0.40674,  0.01
857, 469, -0.52588,  0.4043,  0.0271,  1.00, -0.92913,  0.28346,  0.24409,  0.00, -0.60107, -0.02972,  0.40674,  0.39233
858, 468, -0.58252,  0.26611, -0.03006,  1.00, -0.82677,  0.10236,  0.55118,  0.00, -0.60107, -0.02972,  0.40674,  0.21167
859, 469, -0.52588,  0.4043,  0.0271,  1.00, -0.92913,  0.28346,  0.24409,  0.00, -0.60107, -0.02972,  0.40674,  0.39233
860, 470, -0.47656,  0.54541,  0.02823,  1.00, -0.82677,  0.28346,  0.48031,  0.00, -0.60107, -0.02972,  0.40674,  0.5625
861, 470, -0.47656,  0.54541,  0.02823,  1.00, -0.82677,  0.28346,  0.48031,  0.00, -0.60107, -0.02972,  0.40674,  0.5625
862, 469, -0.52588,  0.4043,  0.0271,  1.00, -0.92913,  0.28346,  0.24409,  0.00, -0.60107, -0.02972,  0.40674,  0.39233
863, 471, -0.43726,  0.60596,  0.05667,  1.00, -0.80315,  0.27559,  0.51969,  0.00, -0.60107, -0.02972,  0.40674,  0.65088
864, 472,  0.15881,  0.21094,  0.49048,  1.00, -0.85039,  0.10236,  0.51969,  0.00,  0.16467,  0.50977,  0.16174,  0.21033
865, 473,  0.16089, -0.15137,  0.50977,  1.00, -0.85827,  0.02362,  0.51969,  0.00,  0.16467,  0.50977,  0.16174,  0.01
866, 474,  0.18298,  0.20789,  0.53027,  1.00, -0.83465,  0.10236,  0.53543,  0.00,  0.16467,  0.50977,  0.16174,  0.21033
867, 474,  0.18298,  0.20789,  0.53027,  1.00, -0.83465,  0.10236,  0.53543,  0.00,  0.16467,  0.50977,  0.16174,  0.21033
868, 475,  0.20618,  0.41724,  0.47876,  1.00, -0.64567,  0.29134,  0.70866,  0.00,  0.16467,  0.50977,  0.16174,  0.42065
869, 472,  0.15881,  0.21094,  0.49048,  1.00, -0.85039,  0.10236,  0.51969,  0.00,  0.16467,  0.50977,  0.16174,  0.21033
870, 475,  0.20618,  0.41724,  0.47876,  1.00, -0.64567,  0.29134,  0.70866,  0.00,  0.16467,  0.50977,  0.16174,  0.42065
871, 474,  0.18298,  0.20789,  0.53027,  1.00, -0.83465,  0.10236,  0.53543,  0.00,  0.16467,  0.50977,  0.16174,  0.21033
872, 476,  0.24548,  0.4043,  0.51855,  1.00, -0.62992,  0.29134,  0.71654,  0.00,  0.16467,  0.50977,  0.16174,  0.42065
873, 475,  0.20618,  0.41724,  0.47876,  1.00, -0.64567,  0.29134,  0.70866,  0.00,  0.16467,  0.50977,  0.16174,  0.42065
874, 476,  0.24548,  0.4043,  0.51855,  1.00, -0.62992,  0.29134,  0.71654,  0.00,  0.16467,  0.50977,  0.16174,  0.42065
875, 477,  0.30957,  0.60059,  0.47949,  1.00, -0.61417,  0.33858,  0.71654,  0.00,  0.16467,  0.50977,  0.16174,  0.63135
876, 478, -0.41821, -0.02754, -0.31226,  1.00, -0.95276,  0.14961, -0.25197,  0.00, -0.40771, -0.29565,  0.70557,  0.01
877, 479, -0.427, -0.02661, -0.27905,  1.00, -0.97638,  0.1811, -0.08661,  0.00, -0.40771, -0.29565,  0.70557,  0.01
878, 480, -0.37891,  0.21936, -0.31201,  1.00, -0.85827,  0.23622,  0.45669,  0.00, -0.40771, -0.29565,  0.70557,  0.17664
879, 480, -0.37891,  0.21936, -0.31201,  1.00, -0.85827,  0.23622,  0.45669,  0.00, -0.40771, -0.29565,  0.70557,  0.17664
880, 479, -0.427, -0.02661, -0.27905,  1.00, -0.97638,  0.1811, -0.08661,  0.00, -0.40771, -0.29565,  0.70557,  0.01
881, 481, -0.32031,  0.33398, -0.26343,  1.00, -0.90551,  0.3937,  0.17323,  0.00, -0.40771, -0.29565,  0.70557,  0.32739
882, 480, -0.37891,  0.21936, -0.31201,  1.00, -0.85827,  0.23622,  0.45669,  0.00, -0.40771, -0.29565,  0.70557,  0.17664
883, 481, -0.32031,  0.33398, -0.26343,  1.00, -0.90551,  0.3937,  0.17323,  0.00, -0.40771, -0.29565,  0.70557,  0.32739
884, 482, -0.26611,  0.448, -0.2771,  1.00, -0.8189,  0.43307,  0.3622,  0.00, -0.40771, -0.29565,  0.70557,  0.46924
885, 482, -0.26611,  0.448, -0.2771,  1.00, -0.8189,  0.43307,  0.3622,  0.00, -0.40771, -0.29565,  0.70557,  0.46924
886, 481, -0.32031,  0.33398, -0.26343,  1.00, -0.90551,  0.3937,  0.17323,  0.00, -0.40771, -0.29565,  0.70557,  0.32739
887, 483, -0.22705,  0.49756, -0.25317,  1.00, -0.80315,  0.43307,  0.41732,  0.00, -0.40771, -0.29565,  0.70557,  0.54297
888, 484, -0.3811, -0.02483,  0.40723,  1.00, -0.72441,  0.07874, -0.68504,  0.00, -0.38867,  0.42529,  0.41187,  0.01
889, 485, -0.40723, -0.02515,  0.43481,  1.00, -0.8189,  0.10236, -0.56693,  0.00, -0.38867,  0.42529,  0.41187,  0.01
890, 486, -0.36694,  0.20447,  0.4187,  1.00, -0.97638,  0.17323, -0.13386,  0.00, -0.38867,  0.42529,  0.41187,  0.16248
891, 486, -0.36694,  0.20447,  0.4187,  1.00, -0.97638,  0.17323, -0.13386,  0.00, -0.38867,  0.42529,  0.41187,  0.16248
892, 485, -0.40723, -0.02515,  0.43481,  1.00, -0.8189,  0.10236, -0.56693,  0.00, -0.38867,  0.42529,  0.41187,  0.01
893, 487, -0.35498,  0.31299,  0.48511,  1.00, -0.88189,  0.31496, -0.35433,  0.00, -0.38867,  0.42529,  0.41187,  0.30127
894, 486, -0.36694,  0.20447,  0.4187,  1.00, -0.97638,  0.17323, -0.13386,  0.00, -0.38867,  0.42529,  0.41187,  0.16248
895, 487, -0.35498,  0.31299,  0.48511,  1.00, -0.88189,  0.31496, -0.35433,  0.00, -0.38867,  0.42529,  0.41187,  0.30127
896, 488, -0.31104,  0.42188,  0.49146,  1.00, -0.90551,  0.37795, -0.18898,  0.00, -0.38867,  0.42529,  0.41187,  0.43188
897, 488, -0.31104,  0.42188,  0.49146,  1.00, -0.90551,  0.37795, -0.18898,  0.00, -0.38867,  0.42529,  0.41187,  0.43188
898, 487, -0.35498,  0.31299,  0.48511,  1.00, -0.88189,  0.31496, -0.35433,  0.00, -0.38867,  0.42529,  0.41187,  0.30127
899, 489, -0.29663,  0.46948,  0.52832,  1.00, -0.91339,  0.37795, -0.12598,  0.00, -0.38867,  0.42529,  0.41187,  0.49976
900, 490,  0.59717, -0.02943,  0.30615,  1.00, -1.00,  0.05512, -0.00787,  0.00,  0.60303,  0.33691,  0.11688,  0.01
901, 491,  0.59668, -0.0329,  0.35571,  1.00, -0.99213,  0.07087,  0.12598,  0.00,  0.60303,  0.33691,  0.11688,  0.01
902, 492,  0.61328,  0.25732,  0.32202,  1.00, -0.83465,  0.11811,  0.52756,  0.00,  0.60303,  0.33691,  0.11688,  0.20325
903, 492,  0.61328,  0.25732,  0.32202,  1.00, -0.83465,  0.11811,  0.52756,  0.00,  0.60303,  0.33691,  0.11688,  0.20325
904, 491,  0.59668, -0.0329,  0.35571,  1.00, -0.99213,  0.07087,  0.12598,  0.00,  0.60303,  0.33691,  0.11688,  0.01
905, 493,  0.67383,  0.39063,  0.38354,  1.00, -0.90551,  0.26772,  0.32283,  0.00,  0.60303,  0.33691,  0.11688,  0.37671
906, 492,  0.61328,  0.25732,  0.32202,  1.00, -0.83465,  0.11811,  0.52756,  0.00,  0.60303,  0.33691,  0.11688,  0.20325
907, 493,  0.67383,  0.39063,  0.38354,  1.00, -0.90551,  0.26772,  0.32283,  0.00,  0.60303,  0.33691,  0.11688,  0.37671
908, 494,  0.71436,  0.5293,  0.35913,  1.00, -0.82677,  0.32283,  0.45669,  0.00,  0.60303,  0.33691,  0.11688,  0.54004
909, 494,  0.71436,  0.5293,  0.35913,  1.00, -0.82677,  0.32283,  0.45669,  0.00,  0.60303,  0.33691,  0.11688,  0.54004
910, 493,  0.67383,  0.39063,  0.38354,  1.00, -0.90551,  0.26772,  0.32283,  0.00,  0.60303,  0.33691,  0.11688,  0.37671
911, 495,  0.75537,  0.58789,  0.38525,  1.00, -0.79528,  0.32283,  0.51181,  0.00,  0.60303,  0.33691,  0.11688,  0.625
912, 496, -0.20251, -0.03409, -0.45483,  1.00, -0.93701,  0.02362,  0.35433,  0.00, -0.19788, -0.45117,  0.8252,  0.01
913, 497, -0.1897, -0.0304, -0.42139,  1.00, -0.89764,  0.04724,  0.44094,  0.00, -0.19788, -0.45117,  0.8252,  0.01
914, 498, -0.20715,  0.26196, -0.48901,  1.00, -0.5748,  0.15748,  0.80315,  0.00, -0.19788, -0.45117,  0.8252,  0.21094
915, 498, -0.20715,  0.26196, -0.48901,  1.00, -0.5748,  0.15748,  0.80315,  0.00, -0.19788, -0.45117,  0.8252,  0.21094
916, 497, -0.1897, -0.0304, -0.42139,  1.00, -0.89764,  0.04724,  0.44094,  0.00, -0.19788, -0.45117,  0.8252,  0.01
917, 499, -0.15906,  0.40723, -0.48364,  1.00, -0.76378,  0.23622,  0.59843,  0.00, -0.19788, -0.45117,  0.8252,  0.39087
918, 498, -0.20715,  0.26196, -0.48901,  1.00, -0.5748,  0.15748,  0.80315,  0.00, -0.19788, -0.45117,  0.8252,  0.21094
919, 499, -0.15906,  0.40723, -0.48364,  1.00, -0.76378,  0.23622,  0.59843,  0.00, -0.19788, -0.45117,  0.8252,  0.39087
920, 500, -0.14722,  0.54541, -0.53027,  1.00, -0.62205,  0.29921,  0.72441,  0.00, -0.19788, -0.45117,  0.8252,  0.56055
921, 500, -0.14722,  0.54541, -0.53027,  1.00, -0.62205,  0.29921,  0.72441,  0.00, -0.19788, -0.45117,  0.8252,  0.56055
922, 499, -0.15906,  0.40723, -0.48364,  1.00, -0.76378,  0.23622,  0.59843,  0.00, -0.19788, -0.45117,  0.8252,  0.39087
923, 501, -0.11676,  0.60986, -0.53223,  1.00, -0.58268,  0.30709,  0.75591,  0.00, -0.19788, -0.45117,  0.8252,  0.64844
924, 502,  0.57666, -0.02347, -0.36084,  1.00,  0.16535,  0.08661,  0.98425,  0.00,  0.59619, -0.37158,  0.66064,  0.01
925, 503,  0.61768, -0.02438, -0.36768,  1.00,  0.30709,  0.11024,  0.94488,  0.00,  0.59619, -0.37158,  0.66064,  0.01
926, 504,  0.57422,  0.19604, -0.37988,  1.00,  0.66142,  0.1811,  0.72441,  0.00,  0.59619, -0.37158,  0.66064,  0.15564
927, 504,  0.57422,  0.19604, -0.37988,  1.00,  0.66142,  0.1811,  0.72441,  0.00,  0.59619, -0.37158,  0.66064,  0.15564
928, 503,  0.61768, -0.02438, -0.36768,  1.00,  0.30709,  0.11024,  0.94488,  0.00,  0.59619, -0.37158,  0.66064,  0.01
